shipment_id,tracking_number,order_id,customer_id,customer_name,shipment_type,carrier,status,origin_city,origin_country,destination_city,destination_country,package_weight_kg,package_dimensions_cm,declared_value_eur,shipping_cost_eur,insurance_cost_eur,pickup_date,estimated_delivery_date,actual_delivery_date,warehouse_id,driver_id,distance_km,delivery_attempts,signature_required,customer_satisfaction_score,delay_reason,damage_reported,claim_filed,claim_amount_eur,co2_emissions_kg,is_international,created_at
SHP-202300078,TRK343052409369,ORD-7655214,CUST-966457,Paul Hoffmann,International,Amazon Logistics,Pending,Cologne,DE,Leipzig,AT,37.09,134x44x50,1540.11,55.3,0.0,2023-04-08,08/28/2024,2025-11-04,WH-DRS,DRV-3694,581,4,False,4.0,Recipient Not Available,True,True,0.0,75.24,True,2023-07-12 03:13:00
SHP-202300079,TRK940743082813,ORD-5732080,CUST-156727,Petra Schulz,Same Day,Hermes,delivered,Nuremberg,Deutschland,Duisburg,CZ,3.02,130x46x65,622.65,4063.649627813692,0.0,2023-02-09,2023-09-28,2022-04-09,WH-CGN,DRV-3301,1124,1,False,,Recipient Not Available,True,True,0.0,73.02,True,2023-01-11 02:00:00
SHP-202300080,TRK347839541671,ORD-7857912,CUST-562457,Petra Osei,Freight,Deutsche Post,DELIVERED,Dresden,DE,Dortmund,FR,47.05,100x91x6,2847.59,82.61,0.0,2022-12-24,2024-05-28,2024-10-21,WH-FRA,DRV-1873,403,4,False,1.0,Strike,True,True,0.0,97.27,False,2023-08-24 12:57:00
SHP-202300081,TRK136396994664,ORD-7388650,CUST-216758,Christina Schmidt,Express,UPS,Attempted,Leipzig,GERMANY,Zurich,Czech Republic,5.47,36x82x68,2232.26,86.47,0.0,2025-11-02,04/16/2024,2023-08-04,WH-HAM,DRV-4387,856,5,True,3.0,Incorrect Address,False,True,0.0,1.1,False,2023-01-08 14:47:00
SHP-202300082,TRK444753102048,ORD-6695398,CUST-892947,Christina Schulz,Express,FedEx,Delivered,Stuttgart,DE,Paris,CZ,25.17,119x41x21,1983.74,34.31,24.73,2024-05-16,09-06-2023,25/02/2023,WH-DRS,DRV-5579,113,4,False,3.0,Vehicle Breakdown,True,True,0.0,36.42,True,2023-11-12 23:47:00
SHP-202300083,TRK703014937128,ORD-5187952,CUST-715481,Max Fischer,Economy,DPD,Lost,Dusseldorf,Germany,Leipzig,FR,28.12,143x16x28,2630.0,87.13,0.0,2022-05-06,2022-06-20,2025-08-07,WH-CGN,DRV-8448,1442,5,False,4.0,Traffic,False,False,0.0,79.74,False,2023-10-28 09:25:00
SHP-202300084,TRK149818073860,ORD-8712291,CUST-856814,Petra Schulz,Standard,Deutsche Post,Delivered,Bremen,DE,Dortmund,Poland,33.79,80x27x8,3591.59,52.7,11.84,2022-09-19,2024-04-27,02 Jul 2023,WH-CGN,DRV-7409,925,5,True,2.0,Customs Delay,True,True,0.0,78.35,False,2023-12-03 02:25:00
SHP-202300085,TRK353675607464,ORD-9780847,CUST-812314,Lukas Agyeman,International,Hermes,Returned,Hanover,Deutschland,Dresden,Austria,7.34,30x85x68,2561.56,9.99,0.0,2023-09-23,14-07-2024,2022-11-03,WH-BER,DRV-7222,90,5,True,,,False,True,0.0,77.17,True,2023-08-20 02:28:00
SHP-202300086,TRK980992521350,ORD-8591566,CUST-298430,Thomas Klein,Standard,Amazon Logistics,DELIVERED,Hanover,Deutschland,Cologne,Netherlands,13.14,52x21x17,2004.0,77.87,20.71,02/03/2022,2022-12-17,2022-03-22,WH-DRS,DRV-5651,900,2,True,2.0,Weather,True,True,0.0,13.81,False,2023-10-12 18:57:00
SHP-202300087,TRK349685004582,ORD-7025630,CUST-974611,Emma Agyeman,Freight,UPS,Returned,Munich,Deutschland,Vienna,GERMANY,29.13,58x32x55,121.45,34.65,0.0,2024-04-04,2024-05-23,2022-11-14,WH-FRA,DRV-2851,1132,2,False,,Traffic,False,True,0.0,66.76,False,2023-05-27 00:20:00
SHP-202300088,TRK708763663793,ORD-8543058,CUST-923986,Thomas Osei,Freight,Amazon Logistics,Returned,Dortmund,Deutschland,Dusseldorf,NL,27.58,121x34x52,262.8,40.1,14.9,2022-12-14,2024-06-13,2024-04-29,WH-FRA,DRV-7558,859,3,True,1.0,Vehicle Breakdown,True,False,0.0,64.91,False,2023-10-22 02:17:00
SHP-202300089,TRK577919621280,ORD-6341314,CUST-443086,Anna Muller,Express,Hermes,Lost,Hamburg,Deutschland,Dusseldorf,NL,4.49,120x68x65,2848.04,18.31,13.41,2022-09-13,2024-12-17,2024-09-26,WH-HAM,DRV-3690,188,5,False,,Incorrect Address,True,False,0.0,28.06,False,2023-05-04 08:37:00
SHP-202300090,TRK552229669144,ORD-6176953,CUST-103981,Petra Meyer,Next Day,GLS,Failed,Leipzig,Deutschland,Dusseldorf,NL,37.18,91x100x47,895.27,12.82,15.43,2023-01-16,2025-10-30,2025-01-21,WH-FRA,DRV-2727,1172,2,True,1.0,Incorrect Address,True,False,0.0,10.93,True,2023-06-04 03:18:00
SHP-202300091,TRK741637797942,ORD-3276342,CUST-574366,Christina Schulz,Economy,GLS,delivered,Dortmund,GERMANY,Vienna,NL,47.7,100x100x8,964.03,36.46,0.93,2022-06-28,2024-11-07,2023-05-08,WH-MUC,DRV-6867,427,5,False,1.0,Customs Delay,True,False,0.0,21.87,False,2023-02-04 00:44:00
SHP-202300092,TRK556711005299,ORD-6910270,CUST-331822,Anna Muller,Economy,Amazon Logistics,Pending,Berlin,Germany,Bremen,DE,29.79,57x75x59,2732.75,43.77,8.29,2024-06-01,19-06-2022,2025-07-30,WH-BER,DRV-1448,1006,4,True,,Incorrect Address,True,True,1913.1,21.27,False,2023-12-17 20:21:00
SHP-202300093,TRK509840927608,ORD-9185466,CUST-931022,Daniel Schneider,International,Hermes,DELIVERED,Leipzig,GERMANY,Frankfurt,CZ,4.16,89x79x67,242.94,80.35,23.06,2025-08-25,2025-10-21,2025-09-19,WH-MUC,DRV-8988,193,4,True,3.0,,False,False,0.0,74.54,True,2023-08-25 18:58:00
SHP-202300094,TRK414877129409,ORD-9411189,CUST-367013,David Klein,Economy,FedEx,Returned,Leipzig,DE,Berlin,PL,47.85,19x28x16,4046.3,29.31,1.39,14-07-2022,2025-05-04,2023-06-18,WH-HAM,DRV-1007,775,3,True,4.0,Weather,False,True,0.0,8.32,True,2023-08-20 01:43:00
SHP-202300095,TRK252618627705,ORD-3236005,CUST-499203,Sophie Fischer,Freight,GLS,Attempted,Dusseldorf,Germany,Leipzig,Austria,-13.6,16x91x52,3681.28,57.2,0.0,2024-09-30,05/02/2024,2022-01-19,WH-MUC,DRV-4962,842,2,True,,Strike,True,True,0.0,65.5,True,2023-11-14 23:48:00
SHP-202300096,TRK421209967283,ORD-1242122,CUST-906974,Christina Bauer,International,DB Schenker,Delivered,Stuttgart,GERMANY,Amsterdam,CH,0.53,114x23x65,2674.92,16.0,18.95,2022-10-30,2022-07-02,2025-02-02,WH-DRS,DRV-1350,1435,4,True,,,True,True,0.0,78.66,True,2023-08-11 04:02:00
SHP-202300097,TRK403686625282,ORD-9997417,CUST-423740,Anna Osei,Economy,FedEx,DELIVERED,Berlin,GERMANY,Zurich,GERMANY,31.87,113x32x43,574.1,23.01,0.0,17 Nov 2025,2022-11-19,2023-05-25,WH-DRS,DRV-6795,1168,4,False,5.0,Traffic,False,False,0.0,61.99,False,2023-04-06 23:12:00
SHP-202300098,TRK627153021975,ORD-3080955,CUST-111824,Thomas Schmidt,Next Day,Deutsche Post,In Transit,Frankfurt,Germany,Leipzig,CH,0.56,71x75x70,4641.64,16.09,22.14,2023-03-11,2025-05-09,2022-06-05,WH-HAM,DRV-9026,653,1,True,1.0,Customs Delay,False,True,0.0,20.69,False,2023-10-05 23:30:00
SHP-202300099,TRK190584720836,ORD-4329787,CUST-389799,Daniel Boateng,Same Day,FedEx,Returned,Berlin,Germany,Zurich,Germany,36.27,51x84x78,472.04,69.32,0.0,2022-06-06,2022-10-31,2023-11-07,WH-MUC,DRV-1453,1159,1,True,4.0,Recipient Not Available,True,False,0.0,1.39,False,2023-09-25 06:17:00
SHP-202300100,TRK684584080124,ORD-6630362,CUST-405565,Lisa Fischer,Freight,Hermes,Lost,Leipzig,DE,Prague,Netherlands,29.56,71x74x66,3236.75,53.62,15.22,2022-06-16,2023-09-20,2022-12-25,WH-DRS,DRV-1804,650,4,False,,,True,True,0.0,67.86,False,2023-09-14 13:33:00
SHP-202300101,TRK615130484935,ORD-3465493,CUST-980954,Felix Meyer,Economy,DPD,DELIVERED,Bremen,Germany,Essen,FR,23.22,107x94x68,4691.27,61.86,0.0,2025-09-03,2025-09-18,26/01/2024,WH-DRS,DRV-8590,1100,1,False,2.0,,False,False,0.0,58.71,True,2023-05-09 07:34:00
SHP-202300102,TRK915157013371,ORD-7027696,CUST-500071,Felix Wolf,Next Day,DB Schenker,Failed,Berlin,Deutschland,Bremen,DE,44.0,105x70x24,322.62,16.36,0.0,2022-06-22,09/28/2023,2025-08-10,WH-MUC,DRV-6950,74,4,True,3.0,Weather,False,True,0.0,48.71,True,2023-08-17 05:33:00
SHP-202300103,TRK753640252173,ORD-7911385,CUST-896703,Petra Schmidt,Next Day,UPS,Returned,Berlin,Deutschland,Prague,Switzerland,11.79,79x97x47,3586.89,34.09,3.35,2024-02-04,21/02/2023,2023-10-04,WH-DRS,DRV-1316,1269,1,False,,Customs Delay,True,False,0.0,55.37,False,2023-09-21 22:58:00
SHP-202300104,TRK195131324710,ORD-5463479,CUST-879492,Sarah Fischer,Same Day,GLS,Attempted,Dortmund,Deutschland,Zurich,PL,24.67,131x91x23,1361.83,82.67,0.0,2024-11-24,2025-07-18,2024-04-02,WH-BER,DRV-5164,637,4,False,,Weather,False,True,0.0,23.83,True,2023-02-06 20:20:00
SHP-202300105,TRK154968174856,ORD-3859705,CUST-579924,Petra Fischer,Same Day,Deutsche Post,Out for Delivery,Nuremberg,GERMANY,Amsterdam,FR,29.33,144x43x20,1025.12,9.05,0.0,2024-09-23,2025-04-01,2025-02-02,WH-CGN,DRV-7473,446,2,True,3.0,Weather,True,True,0.0,13.32,True,2023-04-11 20:29:00
SHP-202300106,TRK141162330148,ORD-1842103,CUST-974172,David Becker,Next Day,Amazon Logistics,In Transit,Dresden,Deutschland,Duisburg,Austria,45.18,99x49x24,356.68,21.86,10.73,2022-03-15,2025-07-18,02/17/2024,WH-DRS,DRV-9180,690,5,True,,Traffic,True,False,0.0,19.81,True,2023-04-10 02:05:00
SHP-202300107,TRK513154804322,ORD-5438368,CUST-208679,Leon Boateng,Standard,Deutsche Post,DELIVERED,Dresden,DE,Leipzig,Poland,34.08,54x10x50,1841.78,78.63,0.0,2022-02-23,01/08/2025,16 Dec 2022,WH-CGN,DRV-6506,830,5,True,2.0,Strike,True,False,0.0,49.83,True,2023-12-23 14:30:00
SHP-202300108,TRK133543945576,ORD-8109570,CUST-892475,Max Sowah,Economy,UPS,Lost,Berlin,Deutschland,Nuremberg,PL,35.45,99x16x45,3955.34,52.91,16.73,12-06-2022,2024-09-07,29-09-2025,WH-HAM,DRV-4315,120,3,False,,Vehicle Breakdown,False,True,0.0,88.63,True,2023-01-11 20:19:00
SHP-202300109,TRK941884709236,ORD-7235772,CUST-551179,Emma Agyeman,Next Day,DB Schenker,Lost,Leipzig,GERMANY,Dortmund,Poland,22.52,42x20x6,2887.46,40.5,18.02,2024-10-20,2024-09-04,2023-04-18,WH-DRS,DRV-5280,656,2,True,4.0,Strike,False,False,0.0,17.39,True,2023-03-27 18:07:00
SHP-202300110,TRK667475275225,ORD-5435857,CUST-501934,Thomas Schulz,Next Day,FedEx,In Transit,Cologne,DE,Prague,Germany,6.89,136x68x19,2512.32,70.63,2.19,02/16/2022,2025-11-06,18 Oct 2023,WH-CGN,DRV-6921,1414,5,False,2.0,Incorrect Address,False,False,0.0,64.45,False,2023-02-21 03:46:00
SHP-202300111,TRK576330601548,ORD-3911488,CUST-663618,Daniel Koch,Express,DHL,DELIVERED,Cologne,GERMANY,Prague,Poland,4.2,22x79x60,4701.7,10.84,18.54,02/06/2023,2024-01-02,2025-12-14,WH-MUC,DRV-4005,1114,1,False,4.0,Recipient Not Available,True,True,0.0,86.41,True,2023-04-22 20:17:00
SHP-202300112,TRK244756787296,ORD-4333745,CUST-194631,Michael Schneider,Economy,FedEx,In Transit,Essen,GERMANY,Essen,GERMANY,47.45,29x82x74,861.66,17.87,0.0,15/10/2022,2025-12-22,2022-08-11,WH-BER,DRV-5254,1445,1,False,,Vehicle Breakdown,False,True,0.0,29.46,False,2023-02-22 11:12:00
SHP-202300113,TRK536401167563,ORD-3040107,CUST-599543,Anna Agyeman,Freight,Amazon Logistics,Failed,Berlin,Germany,Frankfurt,GERMANY,43.0,20x29x50,518.8,45.36,0.0,2025-11-26,22-02-2022,2024-02-12,WH-MUC,DRV-3968,945,3,False,,,True,False,0.0,72.47,True,2023-08-05 23:09:00
SHP-202300114,TRK452986400763,ORD-4640613,CUST-312650,Christina Meyer,Freight,DPD,Returned,Dusseldorf,DE,Berlin,GERMANY,17.83,148x47x72,4222.27,79.56,25.0,06-08-2023,05/05/2023,2023-03-29,WH-CGN,DRV-6825,189,5,True,5.0,Weather,True,False,0.0,91.99,True,2023-02-05 22:20:00
SHP-202300115,TRK344807949095,ORD-6287750,CUST-811641,Sarah Wolf,International,FedEx,Out for Delivery,Bremen,DE,Essen,CZ,34.67,36x97x34,4472.84,79.04,24.73,2023-06-01,17/01/2024,2022-11-05,WH-BER,DRV-8300,1361,1,True,2.0,,False,True,0.0,67.65,False,2023-12-25 11:37:00
SHP-202300116,TRK229706686139,ORD-9901233,CUST-758927,Sarah Osei,Express,DHL,Attempted,Frankfurt,GERMANY,Frankfurt,Germany,19.92,96x66x6,1314.24,41.69,6.91,11/10/2025,2025-03-11,19-08-2022,WH-HAM,DRV-4278,571,2,False,4.0,,True,True,0.0,10.16,False,2023-03-27 05:36:00
SHP-202300117,TRK426976855089,ORD-2882663,CUST-607481,Paul Wolf,International,FedEx,Failed,Munich,GERMANY,Hanover,PL,35.37,104x69x45,879.45,73.22,20.48,26-12-2025,2023-05-07,02 Nov 2025,WH-DRS,DRV-9431,426,2,True,3.0,Customs Delay,False,True,0.0,24.8,False,2023-03-15 19:28:00
SHP-202300118,TRK862494909091,ORD-5199071,CUST-443161,Daniel Klein,Economy,Hermes,Attempted,Frankfurt,DE,Vienna,Poland,30.79,94x35x48,2487.3,44.53,19.97,2022-05-20,29/05/2022,2024-03-24,WH-CGN,DRV-4901,1427,3,True,,Incorrect Address,True,False,0.0,42.34,False,2023-09-20 04:23:00
SHP-202300119,TRK814591836112,ORD-2547867,CUST-908373,Thomas Klein,Freight,Amazon Logistics,Returned,Berlin,Deutschland,Hanover,CZ,5.04,113x91x25,817.2,53.5,1.56,2025-08-27,2022-12-09,2022-12-31,WH-FRA,DRV-7558,481,3,True,,Recipient Not Available,True,True,0.0,3.72,True,2023-10-07 05:38:00
SHP-202300120,TRK734942305397,ORD-2904443,CUST-919927,Sarah Osei,Standard,UPS,delivered,Leipzig,Deutschland,Amsterdam,GERMANY,5.05,92x98x45,506.87,73.33,14.55,2023-08-14,2022-09-04,2023-12-28,WH-MUC,DRV-8473,31,5,False,,Weather,True,False,2492.33,91.75,True,2023-07-21 14:52:00
SHP-202300121,TRK269025793072,ORD-1845280,CUST-138839,Lukas Klein,Same Day,UPS,Delivered,Cologne,Deutschland,Duisburg,Netherlands,-13.24,71x21x55,3873.87,66.85,3.98,2024-02-21,2022-11-12,2024-02-28,WH-DRS,DRV-3313,317,3,False,,Weather,False,False,0.0,90.6,False,2023-04-27 15:06:00
SHP-202300122,TRK222790499957,ORD-4797368,CUST-419873,Paul Klein,Express,FedEx,Returned,Hamburg,GERMANY,Warsaw,Austria,6.83,98x47x26,3947.21,78.11,0.0,2022-03-06,27/07/2023,2023-06-10,WH-BER,DRV-8891,1224,5,True,,Customs Delay,False,False,0.0,66.97,False,2023-01-02 13:21:00
SHP-202300123,TRK488398103488,ORD-8650556,CUST-882798,Mia Schmidt,Freight,DB Schenker,DELIVERED,Dusseldorf,Deutschland,Dresden,CH,18.66,12x80x7,658.26,48.19,0.0,2022-03-16,2025-04-30,2023-01-18,WH-HAM,DRV-5508,407,3,False,,Traffic,False,True,0.0,41.31,True,2023-04-10 05:20:00
SHP-202300124,TRK835851772037,ORD-1111534,CUST-120939,Sabine Schulz,Same Day,Deutsche Post,delivered,Berlin,Deutschland,Dusseldorf,CH,5.17,150x78x8,2350.28,64.77,21.46,2023-07-16,2023-06-30,2022-09-03,WH-FRA,DRV-3012,983,5,True,,Vehicle Breakdown,True,False,0.0,37.93,False,2023-07-01 01:28:00
SHP-202300125,TRK170543704012,ORD-1941181,CUST-681993,David Klein,Freight,UPS,Out for Delivery,Dortmund,DE,Dortmund,AT,18.45,99x59x80,2599.3,39.84,13.52,2024-04-28,2022-09-18,2025-02-20,WH-DRS,DRV-3978,851,5,False,,Weather,True,False,576.05,66.24,False,2023-08-04 20:49:00
SHP-202300126,TRK714234211982,ORD-3199335,CUST-306322,Emma Hoffmann,Standard,GLS,Failed,Stuttgart,Deutschland,Paris,Germany,23.62,131x16x73,2581.93,44.79,0.0,2025-07-01,2024-02-04,06 Jan 2022,WH-HAM,DRV-1755,84,5,True,4.0,,True,False,394.62,30.33,False,2023-02-22 16:43:00
SHP-202300127,TRK465512225729,ORD-1393422,CUST-340854,Anna Wolf,Next Day,GLS,Out for Delivery,Stuttgart,Germany,Cologne,Poland,37.58,23x84x79,2978.32,49.1,21.53,2024-07-12,2025-01-27,15-06-2024,WH-FRA,DRV-2247,433,2,False,,,False,True,0.0,24.37,True,2023-02-25 21:04:00
SHP-202300128,TRK712149871483,ORD-2278664,CUST-394469,Leon Wolf,Standard,GLS,Returned,Berlin,GERMANY,Dortmund,NL,42.52,125x25x19,1151.51,54.47,0.0,2024-08-05,13/01/2024,01/23/2022,WH-BER,DRV-8623,355,5,False,,Customs Delay,True,False,0.0,3.2,True,2023-04-23 00:31:00
SHP-202300129,TRK870125052592,ORD-4835896,CUST-763653,Paul Boateng,Next Day,GLS,Returned,Dortmund,Deutschland,Zurich,Switzerland,32.09,42x90x8,1807.06,66.1,0.0,2024-06-12,05/27/2022,2022-08-28,WH-DRS,DRV-4372,991,5,False,2.0,Customs Delay,False,False,0.0,96.08,False,2023-07-10 00:56:00
SHP-202300130,TRK482223919495,ORD-6039414,CUST-467175,Sabine Wagner,Express,DHL,Lost,Berlin,GERMANY,Munich,NL,35.18,86x44x44,3870.96,63.0,0.0,2023-02-09,2023-07-16,07/12/2024,WH-CGN,DRV-5982,314,1,False,3.0,Customs Delay,False,True,0.0,69.04,False,2023-05-09 05:38:00
SHP-202300131,TRK593755798708,ORD-9320572,CUST-607221,Emma Richter,International,FedEx,In Transit,Dresden,Deutschland,Dortmund,Switzerland,25.63,28x15x73,2832.89,34.46,0.0,2022-06-22,2023-06-04,2025-10-25,WH-DRS,DRV-5558,175,5,False,2.0,Recipient Not Available,True,False,0.0,75.13,True,2023-02-20 11:15:00
SHP-202300132,TRK503920264396,ORD-6072988,CUST-412852,Sabine Bauer,Same Day,DPD,Attempted,Frankfurt,Germany,Cologne,AT,41.49,135x29x30,295.31,67.47,0.0,2024-10-15,2025-04-28,2024-03-11,WH-FRA,DRV-7049,284,4,False,5.0,Incorrect Address,False,False,0.0,38.89,False,2023-02-08 03:28:00
SHP-202300133,TRK171725978232,ORD-2022533,CUST-320096,Sarah Hoffmann,Next Day,UPS,Delivered,Stuttgart,Deutschland,Dortmund,Germany,38.0,148x77x18,4095.55,43.02,2.02,2022-05-18,25/03/2024,2024-05-14,WH-DRS,DRV-7484,1423,1,True,,Traffic,True,True,0.0,75.92,False,2023-11-02 16:18:00
SHP-202300134,TRK535982457459,ORD-2305585,CUST-667571,Michael Becker,Freight,DB Schenker,Out for Delivery,Frankfurt,Germany,Zurich,CZ,6.03,28x48x30,4818.73,47.85,0.0,2024-06-22,2022-06-06,2025-08-18,WH-MUC,DRV-8786,1345,4,False,,,True,True,0.0,68.18,False,2023-02-09 21:43:00
SHP-202300135,TRK472243986460,ORD-5171112,CUST-349182,Lisa Schneider,Economy,UPS,Delivered,Hamburg,Deutschland,Munich,France,47.81,40x96x24,3146.37,77.81,22.67,2022-08-14,2024-02-03,2025-04-20,WH-CGN,DRV-7264,315,2,False,2.0,Recipient Not Available,False,False,0.0,92.05,False,2023-04-20 12:03:00
SHP-202300136,TRK557304620177,ORD-4338271,CUST-798182,Anna Richter,Express,DHL,Returned,Dresden,GERMANY,Zurich,Austria,4.25,138x58x49,2382.86,41.18,6.74,30 Oct 2022,2025-08-30,2024-03-29,WH-MUC,DRV-9211,1119,3,False,4.0,,True,False,0.0,16.68,False,2023-08-14 01:20:00
SHP-202300137,TRK346972185897,ORD-7465444,CUST-750657,Mia Richter,International,UPS,Out for Delivery,Berlin,DE,Hamburg,AT,26.78,36x23x58,545.36,76.97,0.0,2022-01-14,31 Oct 2022,2025-12-08,WH-BER,DRV-4597,1062,5,False,,,True,False,0.0,83.41,True,2023-08-14 21:40:00
SHP-202300138,TRK611948197459,ORD-6483772,CUST-408146,David Bauer,Express,GLS,delivered,Nuremberg,GERMANY,Frankfurt,DE,5.0,115x58x41,2006.19,25.03,13.73,2023-08-24,2023-04-13,2024-10-28,WH-CGN,DRV-9945,285,5,False,,,True,True,0.0,86.67,True,2023-02-09 18:03:00
SHP-202300139,TRK269925240236,ORD-5836097,CUST-360385,Mia Schmidt,Express,Amazon Logistics,delivered,Duisburg,GERMANY,Warsaw,CZ,4.49,146x30x23,2806.27,16.11,0.0,2025-12-18,04-08-2023,09 Jan 2024,WH-BER,DRV-3873,775,3,True,,,True,True,1259.67,38.24,False,2023-05-01 09:56:00
SHP-202300140,TRK476548353991,ORD-1501488,CUST-700794,Michael Osei,Same Day,Deutsche Post,DELIVERED,Leipzig,GERMANY,Frankfurt,Germany,5.7,110x19x8,2599.01,64.89,0.0,2024-01-14,2023-03-30,2025-10-17,WH-CGN,DRV-6589,566,1,False,3.0,Incorrect Address,True,False,0.0,20.45,False,2023-04-08 17:02:00
SHP-202300141,TRK427223264953,ORD-5646603,CUST-367560,Sabine Wolf,Same Day,DB Schenker,Returned,Leipzig,DE,Prague,DE,31.52,113x42x70,1292.26,25.04,1.58,2025-02-14,2025-02-27,2023-09-30,WH-HAM,DRV-9476,449,2,True,4.0,Customs Delay,True,True,0.0,15.47,True,2023-12-19 12:48:00
SHP-202300142,TRK654066048080,ORD-2536247,CUST-286077,Christina Becker,Standard,DHL,DELIVERED,Hanover,Germany,Essen,Switzerland,32.05,113x34x34,434.37,57.75,0.0,2024-04-07,2025-08-14,2022-04-18,WH-DRS,DRV-6605,554,5,True,4.0,Weather,True,False,0.0,43.05,False,2023-02-01 08:39:00
SHP-202300143,TRK501515342851,ORD-2084815,CUST-692198,Felix Schmidt,Express,Amazon Logistics,Lost,Hamburg,Germany,Hanover,GERMANY,41.21,122x52x48,4965.88,22.79,0.0,2024-05-09,2022-12-01,2023-04-07,WH-DRS,DRV-2498,1200,3,True,3.0,Weather,False,True,0.0,10.8,True,2023-04-24 10:45:00
SHP-202300144,TRK532645701059,ORD-7491785,CUST-649009,Max Bauer,Express,Amazon Logistics,Pending,Cologne,Germany,Nuremberg,Austria,29.97,99x55x55,3972.22,68.64,0.0,2023-09-28,2025-06-06,02/01/2024,WH-HAM,DRV-4526,746,5,False,3.0,,True,True,0.0,16.57,True,2023-11-12 01:29:00
SHP-202300145,TRK280180607308,ORD-4822040,CUST-658763,Mia Hoffmann,Same Day,DB Schenker,DELIVERED,Munich,GERMANY,Berlin,DE,4.04,106x70x78,4345.22,80.94,15.51,2023-07-28,2025-12-05,23-06-2024,WH-FRA,DRV-2587,264,4,True,,Strike,True,False,0.0,49.5,True,2023-10-02 13:25:00
SHP-202300146,TRK285051985375,ORD-6798499,CUST-176030,Andreas Osei,Express,UPS,Pending,Cologne,GERMANY,Zurich,France,35.97,36x60x76,3921.68,31.31,0.0,2025-10-11,2023-02-23,2025-10-12,WH-FRA,DRV-6228,579,4,False,,Incorrect Address,True,True,0.0,93.65,True,2023-04-28 00:38:00
SHP-202300147,TRK458946468589,ORD-7171827,CUST-700099,Mia Meyer,International,Hermes,DELIVERED,Stuttgart,DE,Munich,AT,44.89,107x57x10,1646.4,72.95,0.0,2025-08-18,04/05/2023,07/24/2025,WH-BER,DRV-4611,199,4,True,2.0,Traffic,False,False,0.0,48.1,False,2023-03-22 17:19:00
SHP-202300148,TRK549095524583,ORD-1550589,CUST-462675,Sarah Wolf,Express,DB Schenker,Delivered,Munich,DE,Frankfurt,Switzerland,29.99,114x30x38,3038.05,42.81,7.21,2025-01-26,2025-11-20,12/06/2025,WH-MUC,DRV-1150,1247,4,False,,Traffic,False,True,0.0,7.58,True,2023-12-09 07:53:00
SHP-202300149,TRK789707166190,ORD-8491260,CUST-342656,Max Bauer,Standard,DB Schenker,Returned,Essen,GERMANY,Hamburg,Austria,3.25,105x70x30,2178.4,10.47,24.38,2025-03-24,2025-10-16,2025-09-19,WH-MUC,DRV-1283,998,5,False,,Incorrect Address,False,True,0.0,83.82,True,2023-12-03 11:01:00
SHP-202300150,TRK259654494650,ORD-4168253,CUST-740913,Sophie Boateng,Freight,GLS,Delivered,Nuremberg,GERMANY,Vienna,CZ,6.23,121x28x28,886.51,70.54,0.75,2023-11-16,2024-07-04,08/26/2022,WH-MUC,DRV-5620,236,4,False,1.0,Traffic,True,True,0.0,46.57,True,2023-01-03 15:23:00
SHP-202300151,TRK535236542095,ORD-5601612,CUST-874888,Hanna Wagner,Standard,Hermes,Pending,Hanover,GERMANY,Cologne,CH,9.47,100x28x30,383.56,65.21,0.75,2023-06-08,2022-01-23,2024-07-23,WH-MUC,DRV-7730,1466,5,True,3.0,Recipient Not Available,False,False,2096.14,23.96,True,2023-05-04 08:20:00
SHP-202300152,TRK271491314498,ORD-1578365,CUST-381819,Michael Meyer,Next Day,Hermes,DELIVERED,Dortmund,DE,Dresden,DE,47.65,18x34x59,1066.87,84.38,0.0,2024-05-27,17-05-2025,2024-12-20,WH-BER,DRV-1014,8,1,False,,,True,False,0.0,57.17,True,2023-01-16 23:05:00
SHP-202300153,TRK660804717264,ORD-6265089,CUST-299242,Sarah Hoffmann,Same Day,Amazon Logistics,Lost,Stuttgart,Germany,Zurich,GERMANY,39.21,78x94x33,4938.04,81.18,17.71,2023-10-17,2023-05-19,2025-02-16,WH-CGN,DRV-6133,224,1,True,5.0,Traffic,True,False,0.0,70.54,False,2023-01-15 06:44:00
SHP-202300154,TRK191303152724,ORD-9071201,CUST-200724,Daniel Hoffmann,Economy,Deutsche Post,delivered,Dresden,DE,Berlin,FR,30.03,117x92x51,713.63,44.7,0.0,2022-12-07,2022-04-30,2024-03-04,WH-HAM,DRV-2748,1277,2,False,4.0,Vehicle Breakdown,False,False,0.0,50.21,False,2023-06-19 20:04:00
SHP-202300155,TRK389397103145,ORD-6543552,CUST-904646,Sarah Meyer,Same Day,FedEx,delivered,Frankfurt,Germany,Frankfurt,CZ,25.55,95x67x40,3191.92,49.42,7.85,2024-08-28,2022-01-19,2024-01-27,WH-MUC,DRV-8201,1129,4,True,,,True,False,0.0,8.48,False,2023-06-03 08:06:00
SHP-202300156,TRK781168592293,ORD-8759308,CUST-924382,Hanna Schneider,Express,UPS,Pending,Leipzig,Deutschland,Dusseldorf,Netherlands,5.98,111x79x15,4867.47,62.11,22.57,2022-09-26,2024-07-02,2022-09-04,WH-CGN,DRV-4066,1084,2,True,,Vehicle Breakdown,True,False,0.0,54.74,False,2023-03-08 08:10:00
